direction,relation_label,formula,relation_overlap,exact_hit,source_uris,target_uris
generated_to_reference,album release date,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#albumReleaseDate,
generated_to_reference,composes song,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#composesSong,
generated_to_reference,contains song,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#containsSong,
generated_to_reference,date of composition,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#composedDate,
generated_to_reference,end date (optional),RO_triple_prime,0.0,False,http://www.example.org/ontology/music#endDate,
generated_to_reference,has album,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#hasAlbum,
generated_to_reference,has band,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#hasBand,
generated_to_reference,has composition date,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#hasCompositionDate,
generated_to_reference,has composition event,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#hasCompositionEvent,
generated_to_reference,has location,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#hasLocation,
generated_to_reference,has member,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#hasMember,
generated_to_reference,has member (person),RO_triple_prime,0.0,False,http://www.example.org/ontology/music#hasMember,
generated_to_reference,has membership,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#hasMembership,
generated_to_reference,has name,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#hasName,
generated_to_reference,has performance,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#hasPerformance,
generated_to_reference,has recording event,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#hasRecordingEvent,
generated_to_reference,has role (musical function),RO_triple_prime,0.0,False,http://www.example.org/ontology/music#hasRole,
generated_to_reference,has state,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#hasState,
generated_to_reference,has time interval,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#hasTimeInterval,
generated_to_reference,has track,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#hasTrack,
generated_to_reference,hasCritic,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#hasCritic,
generated_to_reference,hasRecord,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#hasRecord,
generated_to_reference,instrument name,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#instrumentName,
generated_to_reference,is track of,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#isTrackOf,
generated_to_reference,located in,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#locatedIn,
generated_to_reference,member of,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#memberOf,
generated_to_reference,member of membership,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#memberOfMembership,
generated_to_reference,membership end date,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#membershipEndDate,
generated_to_reference,membership of band,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#membershipOfBand,
generated_to_reference,membership start date,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#membershipStartDate,
generated_to_reference,performance (in SongInPerformance),RO_triple_prime,0.0,False,http://www.example.org/ontology/music#hasPerformance,
generated_to_reference,performance date,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#performanceDate,
generated_to_reference,"performance location (city, state, country)",RO_triple_prime,0.0,False,http://www.example.org/ontology/music#performanceLocation,
generated_to_reference,performance of band,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#performanceOfBand,
generated_to_reference,performed at,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#performedAt,
generated_to_reference,performed by,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#performedBy,
generated_to_reference,performed in,RO_double_prime,0.0,True,http://www.example.org/ontology/music#performedIn,http://purl.org/ontology/mo/performed_in
generated_to_reference,performed song,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#performedSong,
generated_to_reference,performed track,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#performedTrack,
generated_to_reference,performs,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#performs,
generated_to_reference,plays instrument,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#playsInstrument,
generated_to_reference,recorded album,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#recordedAlbum,
generated_to_reference,recorded during,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#recordedDuring,
generated_to_reference,recording end date,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#recordingEndDate,
generated_to_reference,recording start date,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#recordingStartDate,
generated_to_reference,release date,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#releaseDate,
generated_to_reference,reviewed by,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#reviewedBy,
generated_to_reference,role in band,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#role,
generated_to_reference,song (in SongInPerformance),RO_triple_prime,0.0,False,http://www.example.org/ontology/music#hasSong,
generated_to_reference,start date,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#startDate,
generated_to_reference,statementText,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#statementText,
generated_to_reference,track composition date,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#trackCompositionDate,
generated_to_reference,track of,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#trackOf,
generated_to_reference,track of album,RO_triple_prime,0.0,False,http://www.example.org/ontology/music#trackOfAlbum,
